gene	chr	starts	ends	strand	ecto	endo	meso	set
Fgfr4	13	55152640	55168759	1	-8.889553	0.12442916	-4.601672	DifEn
Kif27	13	58354862	58287516	0	-3.4559662	2.629186	-1.77186	DifEn
Zfp759	13	67128228	67141787	1	0.47939077	2.4413299999999998	-0.002554224	DifEn
Bhmt2	13	93674302	93655720	0	-8.215743	3.9963942	-2.1439962	DifEn
Dmgdh	13	93674433	93752831	1	-5.098641	0.2622771	-6.749359	DifEn
Cd180	13	102693558	102739629	1	-8.0857935	-0.6302384	-5.8885155	DifEn
Ccno	13	112987802	112990778	1	0.23463677	5.3834214	-0.7571188	DifEn
Gm6320	13	112993868	113000394	1	-4.978175	-0.011613743	-8.687787	DifEn
Gzmk	13	113225908	113171608	0	-4.80207	0.37664476	-6.7747164	DifEn
Emb	13	117220625	117274098	1	8.969475	11.558433	9.730391	DifEn
Fam107a	14	8318023	8296274	0	-0.9053174	2.1675444	-1.1869144	DifEn
Oit1	14	8378763	8348948	0	-2.1067846	2.5505464	-7.7757554	DifEn
Fhit	14	11162035	9550092	0	-2.5823755	0.6037188	-2.5550222	DifEn
Nek10	14	14820765	15006743	1	-7.8432813	-0.8002219	-7.8159285	DifEn
Kcnk5	14	20181782	20140058	0	1.37301	3.2528634	1.0641958	DifEn
Kcnk16	14	20269162	20262756	0	-6.8789244	3.351267	-5.114605	DifEn
Ttc18	14	20452226	20394190	0	-2.9348836	1.4332085	-3.7095912	DifEn
Hesx1	14	27000362	27002329	1	1.0565867	6.032755	-1.5840783	DifEn
Il17rb	14	30008896	29996141	0	-8.512833	-0.99991125	-8.9005165	DifEn
Lrrc18	14	32991382	33015292	1	-1.8614715	3.725328	-3.740142	DifEn
5730469M10Rik	14	41013788	40993740	0	4.49216	5.796105	2.9545763	DifEn
Dydc2	14	41069074	41049209	0	1.5982327	4.409083	-0.47825006	DifEn
Sftpd	14	41185198	41172212	0	-5.735104	-0.31822962	-7.8597536	DifEn
Klhl33	14	50893255	50891389	0	-5.2709317	-0.47072875	-8.132547	DifEn
Ang	14	51091077	51102007	1	-7.4132214	0.9585237	-7.800905	DifEn
Rnase4	14	51091077	51106151	1	-5.9100976	2.5596993	-8.449785	DifEn
Slc39a2	14	51892889	51896745	1	-2.569044	1.5214148	-0.9061023	DifEn
Slc7a8	14	54781886	54722216	0	-1.4329861	1.501803	-2.4796336	DifEn
Myh7	14	54994634	54970688	0	-4.8055186	-0.24667816	-10.554659	DifEn
Cideb	14	55758458	55754045	0	-0.39316794	2.0531642	-0.56600124	DifEn
Gzmc	14	56234656	56231401	0	-1.5665528	1.5092849	-7.3541675	DifEn
Ift88	14	57424062	57517936	1	1.7842672	3.8138194	2.082799	DifEn
Shisa2	14	59625281	59631658	1	1.4924047	3.9169083	0.45611963	DifEn
Arl11	14	61309753	61311936	1	-7.6325345	1.916607	-8.020219	DifEn
Scara3	14	65953744	65919395	0	-2.1887875	2.3093872	-0.14648399	DifEn
Nudt18	14	70577847	70582571	1	-1.6268272	1.1753644	-1.6169919	DifEn
Dok2	14	70766036	70778495	1	-0.46703964	1.9530542	-0.78243506	DifEn
Itm2b	14	73385271	73362231	0	5.2031527	7.396973	4.8710227	DifEn
Lcp1	14	75131101	75230842	1	-5.3035398	-0.19139251	-3.3792799	DifEn
Scel	14	103513341	103613346	1	-6.9382505	-0.6698989	-9.062901	DifEn
Gpc5	14	115092215	116525179	1	-8.067763	0.6489162	-5.996016	DifEn
Sox21	14	118237030	118233232	0	-8.990608	-0.38305065	-4.6413274	DifEn
Sepp1	15	3268547	3280508	1	3.0297966	5.858973	2.4015725	DifEn
Capsl	15	9436028	9466035	1	3.5975547	7.7123075	3.4815907	DifEn
Spef2	15	9748868	9578193	0	-7.426173	2.1987975	-5.0065026	DifEn
Pdzd2	15	12592556	12357054	0	-5.851191	-0.95145214	-6.461268	DifEn
Dnahc5	15	28203752	28472045	1	-4.3873787	1.5216277	-6.5120287	DifEn
Dap	15	31224385	31274338	1	4.397343	5.876385	3.9723558	DifEn
Ankrd33b	15	31367759	31291479	0	-6.865071	0.82914144	-3.6025014	DifEn
Ropn1l	15	31453689	31441210	0	-0.6476413	2.2559395	-1.4921834	DifEn
Pgcp	15	33083129	33594552	1	-0.68641955	1.7563566	-1.5858175	DifEn
Tspyl5	15	33687883	33683876	0	0.3177514	3.3825858	-0.91984814	DifEn
Spag1	15	36179368	36235610	1	-0.3404648	2.257866	-0.7044979	DifEn
Ncald	15	37792570	37366175	0	-6.0172195	0.8717518	-2.2851644	DifEn
Lrrc6	15	66500910	66379858	0	-5.650413	2.2132928	-1.8522308	DifEn
Ndrg1	15	66969640	66929321	0	0.14579846	6.1203327	1.0947388	DifEn
Lypd2	15	74734313	74732253	0	0.20068209	4.886115	0.36939114	DifEn
Lynx1	15	74752979	74747856	0	-9.047572	-0.87813497	-9.435256	DifEn
Rhpn1	15	75704280	75714410	1	0.6365638	3.4174755	-0.044586875	DifEn
Mapk15	15	75993769	75999152	1	-6.6847305	2.6452932	-8.809381	DifEn
Fam83h	15	76014336	76001093	0	-2.1230628	1.1299992	-1.2392842	DifEn
Slc39a4	15	76616852	76612385	0	1.9891398	4.1803164	1.0137787	DifEn
Ift27	15	78174108	78159465	0	4.801548	5.975393	4.6337695	DifEn
Mpst	15	78406712	78414002	1	3.3302608	4.7464833	2.820841	DifEn
Cdc42ep1	15	78842647	78850902	1	-1.2036674	3.4189975	1.8641301	DifEn
Micall1	15	79108972	79136897	1	-1.3309327	1.567427	-1.2216793	DifEn
4933432B09Rik	15	79658956	79609576	0	-3.4181077	0.35453966	-2.4838638	DifEn
Dnalc4	15	79777849	79761453	0	3.0191154	4.3994765	3.1139698	DifEn
Mchr1	15	81235499	81238963	1	-2.0884023	1.3121934	-4.260358	DifEn
Ndufa6	15	82354291	82350139	0	7.5852933	8.120323	7.372276	DifEn
Cyp2d26	15	82794245	82790107	0	-7.7830763	0.6800916	-8.170761	DifEn
A4galt	15	83251774	83226726	0	-1.7094175	3.1967988	0.011422806	DifEn
Arfgap3	15	83350247	83299740	0	-1.5735304	3.0191743	1.2665148	DifEn
Tspo	15	83563573	83574201	1	6.1804395	6.9067235	5.847933	DifEn
Pnpla3	15	84167816	84189512	1	-5.667679	1.4570727	-2.7203789	DifEn
Upk3a	15	85017141	85022560	1	-7.058337	3.3328273	-3.1980941	DifEn
Ribc2	15	85132099	85144569	1	-7.637199	1.0984633	-8.176887	DifEn
Creld2	15	88819646	88826681	1	5.9773498	7.097942	5.9166	DifEn
Odf3b	15	89379254	89377450	0	-2.9681814	2.8229764	-0.755953	DifEn
Arsa	15	89477425	89472476	0	-0.18536131	3.1613166	1.1073365	DifEn
Rabl2	15	89591923	89582533	0	3.679711	5.4162254	3.614523	DifEn
Ccdc65	15	98708207	98723326	1	-1.6816249	3.7966502	-4.6340938	DifEn
Grasp	15	101224207	101232755	1	0.80558753	3.65002	0.5101616	DifEn
Krt7	15	101411043	101430313	1	-1.0369173	1.7646788	-2.5181758	DifEn
4732456N10Rik	15	101562950	101552356	0	-4.1669393	-0.8692367	-8.79409	DifEn
Krt8	15	102004342	101996711	0	3.7158055	9.260395	6.4539676	DifEn
Krt18	15	102028216	102032026	1	4.9062243	8.971884	6.1670084	DifEn
Soat2	15	102150526	102163474	1	-1.8724205	1.534971	-3.3624666	DifEn
Itgb7	15	102231935	102215995	0	-7.3687406	-0.78194106	-8.908428	DifEn
Ppp1r1a	15	103537992	103530279	0	3.506039	5.6599426	3.1584768	DifEn
AC163723.1	16	5007316	5008306	1	2.1374106	3.7437506	1.2446876	DifEn
Ppl	16	5132481	5086291	0	-2.44412	0.5982086	-9.950746	DifEn
Emp2	16	10313968	10281749	0	-2.4859412	2.175198	-2.7976766	DifEn
Efcab1	16	14906637	14925879	1	-0.24276249	5.53454	-1.6883941	DifEn
Spag6	16	16829456	16753016	0	-3.8922498	2.9577725	-2.7889478	DifEn
4930451C15Rik	16	17561247	17544465	0	-4.2476916	1.244939	-9.279232	DifEn
Fam131a	16	20693282	20703048	1	-0.8405029	2.1717505	-1.9802598	DifEn
Clcn2	16	20717746	20702964	0	1.0494406	3.1923983	0.13699314	DifEn
Thpo	16	20734511	20725158	0	-0.76796955	4.728912	-2.2238255	DifEn
Chrd	16	20733127	20742384	1	-0.6004789	5.9327044	-1.2131492	DifEn
Ephb3	16	21204755	21223305	1	0.36639836	2.7758706	0.2338512	DifEn
Liph	16	21995542	21953826	0	-3.344472	-0.291961	-6.2240095	DifEn
Fetub	16	22918382	22939766	1	-4.8488226	1.7638788	-4.3296165	DifEn
Fgf12	16	28445227	28160120	0	-2.8850167	0.31572422	-2.5071664	DifEn
Hes1	16	30064384	30067796	1	2.6256702	4.935448	3.2866733	DifEn
Tctex1d2	16	32419702	32429099	1	2.8512251	4.7589	2.2908309	DifEn
Iqcg	16	33056218	33015385	0	0.63748324	4.7498894	1.2805892	DifEn
Muc13	16	33794037	33819934	1	-8.668111	1.3064632	-9.055796	DifEn
4932425I24Rik	16	38342143	38297754	0	-5.1868796	2.9543602	-3.3939917	DifEn
Gramd1c	16	44027945	43980350	0	-3.6424794	-0.11357843	-3.182167	DifEn
Wdr52	16	44394796	44482428	1	-4.2713394	3.3003905	-6.6865044	DifEn
Cd200r3	16	44943678	44981380	1	-5.0346646	-0.5239679	-10.033784	DifEn
Ift57	16	49699233	49765126	1	1.5951301	4.726866	1.7559533	DifEn
Cldn8	16	88563183	88560828	0	-6.149325	0.24781294	-8.689013	DifEn
Slc5a3	16	92058322	92087473	1	1.512098	5.2604575	3.514183	DifEn
Kcne1	16	92359468	92346001	0	-8.740805	0.0693824	-4.976486	DifEn
Rcan1	16	92466146	92391953	0	2.241408	4.3445015	2.6708596	DifEn
Clic6	16	92485736	92541243	1	0.05794959	3.3615167	-0.8856096	DifEn
Tmprss2	16	97611195	97564684	0	-1.9142423	4.91565	-8.960138	DifEn
T	17	8434423	8442496	1	5.7789426	8.434136	7.1849866	DifEn
Pacrg	17	10840311	10403012	0	-1.1061554	2.7550385	-3.3683088	DifEn
Hcfc1r1	17	23673596	23675227	1	5.210963	6.425258	4.917315	DifEn
Tnfrsf12a	17	23677449	23675447	0	2.1637743	5.1876373	0.07565035	DifEn
Cldn6	17	23679365	23682446	1	7.8889117	9.400209	2.2570846	DifEn
Cldn9	17	23684026	23682584	0	-0.29230997	5.374954	-7.9817443	DifEn
Dcpp1	17	23880876	23882853	1	-3.8944	4.3090706	0.1508751	DifEn
Dcpp3	17	23917458	23919441	1	-3.3925123	6.2769985	1.2950916	DifEn
Hs3st6	17	24753003	24758683	1	-7.350687	2.9378026	-3.7790134	DifEn
Ccdc154	17	25162461	25171913	1	-8.338206	1.3199776	-8.72589	DifEn
Tekt4	17	25471590	25476594	1	-3.4409392	4.187083	-7.916086	DifEn
Wdr90	17	25861501	25844771	0	1.407813	3.1010764	1.3019599	DifEn
Nhlrc4	17	25944961	25942233	0	-8.277869	-0.975166	-6.5135503	DifEn
Itfg3	17	26244223	26211822	0	1.7751218	3.7155418	1.7655435	DifEn
Spdef	17	27728951	27714352	0	-2.1599555	2.5726676	-3.9067206	DifEn
Tcp11	17	28080639	28066747	0	-1.6545604	2.7014587	-1.7943174	DifEn
Clps	17	28560766	28558210	0	-6.202492	1.0424955	-6.438174	DifEn
Mapk13	17	28769307	28778698	1	1.8914356	3.637716	-1.6876749	DifEn
Pi16	17	29318877	29329413	1	-2.8422003	1.1207324	-2.5410862	DifEn
Rsph1	17	31277356	31255019	0	1.771805	4.1060863	-1.9050514	DifEn
Tapbp	17	33915899	33929288	1	0.9093298	2.996858	1.1659658	DifEn
Ddah2	17	35059035	35062095	1	5.1958075	6.0631547	5.0130696	DifEn
Ly6g6d	17	35078065	35071443	0	-1.4415187	1.0367563	-7.681646	DifEn
Apom	17	35132050	35128997	0	-2.5619113	4.0939016	-4.756951	DifEn
Lst1	17	35188439	35185095	0	-2.6441689	1.4779621	-4.031853	DifEn
Ltb	17	35194439	35196320	1	-7.5132556	3.1223664	-1.56109	DifEn
H2-T23	17	36032855	36029773	0	-0.5731913	2.2802718	-1.7978172	DifEn
CT010585.1	17	43543639	43534174	0	-4.992688	2.28778	-7.854304	DifEn
Pla2g7	17	43568098	43612201	1	-1.7236034	1.0765995	-8.839208	DifEn
Rsph9	17	46144216	46122035	0	-0.5160444	4.4816046	-3.8930814	DifEn
Gm88	17	46254165	46257316	1	-7.5338326	-0.65562713	-4.962159	DifEn
Unc5cl	17	48454901	48539714	1	-2.694947	1.2339895	-9.141525	DifEn
Kif6	17	49615136	49909847	1	-4.3722672	0.7548016	-2.7702937	DifEn
Efhb	17	53463321	53398889	0	-0.9499149	3.107517	-2.5628915	DifEn
Plin5	17	56117596	56111601	0	1.207978	3.1513171	-0.5612008	DifEn
Tnfaip8l1	17	56162477	56173955	1	-3.30536	1.0014346	-2.9660625	DifEn
Nrtn	17	56757530	56751325	0	1.5054191	3.483768	0.434708	DifEn
Rfx2	17	56831008	56775897	0	-4.266121	1.5680294	-3.586691	DifEn
Crb3	17	57059105	57065918	1	3.8146389	5.2123704	-4.03902	DifEn
Srd5a2	17	74047916	74017706	0	-6.6852937	3.9015055	-7.2249813	DifEn
Ttc39d	17	80207460	80217936	1	-7.198684	-0.09105231	-8.738371	DifEn
Morn2	17	80290212	80297473	1	2.4498022	5.570844	3.1431615	DifEn
Cdkl4	17	80563834	80523550	0	-2.054988	2.1788032	-6.530135	DifEn
Tmem178	17	80944632	81001816	1	-3.7682314	0.91167754	-8.214809	DifEn
Dync2li1	17	84626496	84655558	1	3.4040647	5.596577	4.2497134	DifEn
Lhcgr	17	88791976	88741549	0	-8.417182	-0.95401424	-8.804867	DifEn
Armc4	18	7297901	7088233	0	-1.7566326	3.632406	-0.44387707	DifEn
Fzd8	18	9212856	9216201	1	-2.6330557	1.0027609	-2.9770184	DifEn
Tmem241	18	12121480	11981303	0	-0.40793106	2.058391	-1.5549737	DifEn
Dsc2	18	20059554	20030633	0	0.8808215	3.336748	0.013857466	DifEn
Ttr	18	20665250	20674324	1	-7.350687	4.55804	-7.738371	DifEn
Proc	18	32139570	32123129	0	-6.5600696	0.31052238	-5.1403995	DifEn
Tslp	18	32815383	32819799	1	-7.2451367	0.7426934	-4.15889	DifEn
Stard4	18	33213862	33199355	0	1.7299663	4.545209	2.710369	DifEn
D0H4S114	18	33464029	33437019	0	4.9242377	7.235966	4.8835235	DifEn
Nme5	18	34579115	34562634	0	1.3233144	6.9344215	1.111072	DifEn
Slc23a1	18	35627244	35614604	0	-2.701198	1.7650042	-1.9296838	DifEn
0610010O12Rik	18	36345619	36402980	1	1.8254871	3.617819	-1.4402388	DifEn
Ndfip1	18	38418975	38464399	1	5.883673	6.625273	5.8664107	DifEn
Fgf1	18	38929404	38838673	0	-3.9201422	-0.5638579	-9.669283	DifEn
Spink3	18	43737237	43728069	0	0.08658688	10.844945	-0.35554525	DifEn
Gramd3	18	56432132	56503792	1	1.2850467	4.2951417	2.9619029	DifEn
Megf10	18	57133090	57297467	1	-5.337651	-0.5820379	-10.400901	DifEn
Synpo	18	60660142	60593973	0	-3.9760916	-0.2364301	-4.968638	DifEn
Il17b	18	61687935	61692537	1	-4.7968674	-0.73362964	-6.7695146	DifEn
Afap1l1	18	61786702	61730261	0	-1.8978738	2.910791	-0.33802557	DifEn
Adrb2	18	62179959	62177817	0	-3.1546364	2.939363	-3.6454144	DifEn
Cplx4	18	65970178	65955727	0	-7.8731685	-0.2886937	-8.10885	DifEn
Ccdc11	18	74283090	74359986	1	-2.024711	2.9316115	-6.6791816	DifEn
Galr1	18	82406777	82392496	0	-8.586542	-0.26976374	-8.974227	DifEn
Fbxo15	18	84935158	84981376	1	-0.06100644	2.4431086	0.077136636	DifEn
Cpt1a	19	3323301	3385732	1	-6.017323	-0.9391347	-9.55701	DifEn
Gal	19	3414472	3409919	0	2.8320937	5.7321787	2.67521	DifEn
Pitpnm1	19	4099998	4113965	1	-0.33972833	1.7894232	-0.6503364	DifEn
Cabp4	19	4139609	4135425	0	-7.5820127	0.40581757	-6.8176937	DifEn
Ccdc87	19	4839366	4842528	1	-2.9304230000000002	1.304875	-9.113967	DifEn
Slc22a8	19	8591254	8611834	1	-8.863247	1.3594882	-9.250931	DifEn
Fth1	19	9982703	9985092	1	9.56757	10.954196	9.931003	DifEn
Best1	19	10001633	9985174	0	-4.018664	-0.16534938	-3.361954	DifEn
Tmem216	19	10556238	10533865	0	4.371366	5.7041574	4.659997	DifEn
Tmem138	19	10577362	10570478	0	4.9668093	6.2655873	4.7235723	DifEn
Pga5	19	10678071	10668957	0	-7.56681	4.5022597	-3.8024914	DifEn
Rfk	19	17394043	17401349	1	4.670819	5.7281456	4.5293694	DifEn
Foxd4	19	24901309	24898965	0	-2.557611	4.335701	-5.2083297	DifEn
Rfx3	19	28011166	27761721	0	1.5292692	4.272425	1.472656	DifEn
Il33	19	29925114	29960718	1	-2.1566548	1.155159	-7.2447786	DifEn
Dkk1	19	30549665	30545863	0	0.9293735	6.416203	2.9490983	DifEn
Slc16a12	19	34747289	34668403	0	-9.083267	-0.68480456	-9.470951	DifEn
Hhex	19	37432887	37440728	1	-0.5224235	3.714385	-0.19936566	DifEn
Exoc6	19	37550418	37683245	1	1.5679002	3.3895466	-0.14541626	DifEn
Tctn3	19	40612233	40596446	0	0.6664195	3.5842962	1.9179746	DifEn
Cpn1	19	43986556	43956307	0	-1.0611148	2.6582985	-7.5985465	DifEn
Wdr96	19	47919287	47737561	0	-4.3329506	0.35272428	-2.6647816	DifEn
Mxi1	19	53310506	53375810	1	0.33310267	2.5618107	-0.6386986	DifEn
Pdcd4	19	53892231	53929861	1	3.4959238	4.895273	3.365033	DifEn
Habp2	19	56287137	56320822	1	-8.739902	1.0851334	-6.9755826	DifEn
9930023K05Rik	19	56461637	56486729	1	-3.6452267	-0.26424888	-8.708476	DifEn
Ablim1	19	57314919	57032733	0	0.92552125	2.7517571	-0.9741011	DifEn
Eno4	19	58943425	58971419	1	-0.37276414	3.0232263	-1.053985	DifEn
Dgkk	66	6779306	6948363	1	-0.18839286	5.6703534	1.4047378	DifEn
Plp2	66	7671390	7667941	0	6.078523	6.9936476	5.860646	DifEn
Hdac6	66	7947889	7930120	0	3.844085	5.526229	2.3620968	DifEn
Gata1	66	7978071	7959260	0	-1.4982443	2.8011916	0.8356965	DifEn
Porcn	66	8206525	8193848	0	1.1441035	3.5185156	0.93294954	DifEn
Rpgr	66	10216920	10073621	0	2.1548138	4.849214	2.1151588	DifEn
Tspan7	66	10485158	10596605	1	3.595292	5.012587	3.157407	DifEn
Gpr34	66	13632089	13640858	1	-8.128491	0.88549066	-4.364173	DifEn
Efhc2	66	17319368	17132049	0	-0.2942007	3.3145063	-3.068466	DifEn
Rgn	66	20549787	20562089	1	-5.012393	0.5533446	-2.4000776	DifEn
Syn1	66	20921004	20860511	0	-2.7042773	0.6180475	-2.48354	DifEn
Akap14	66	37168842	37150698	0	-3.8476658	0.70099854	-4.6828094	DifEn
Rhox5	66	37804851	37808764	1	-0.6683007	6.1972737	1.6164403	DifEn
2610018G03Rik	66	50841047	50893097	1	2.6318185	4.0418096	0.9639215	DifEn
Gpc4	66	52165252	52053021	0	3.268255	5.3208294	3.011754	DifEn
Cxx1c	66	53607922	53609132	1	5.7738075	6.7170653	5.4493446	DifEn
Ddx26b	66	56454857	56507843	1	-0.06731206	3.1463537	1.1117818	DifEn
Ids	66	70365084	70343069	0	-0.4955815	2.1643357	-0.5613378	DifEn
Cetn2	66	72918411	72913532	0	5.420788	6.6587024	5.364205	DifEn
Pnma5	66	73037103	73033981	0	-8.707921	-0.7738626	-9.095606	DifEn
Xlr5a	66	73292976	73107635	0	-7.9470453	-0.8573354	-8.182726	DifEn
F8a	66	73228306	73230795	1	0.9827567	2.871195	0.85891765	DifEn
Abcd1	66	73716597	73738534	1	-1.5294133	2.3194244	-1.3570815	DifEn
Mageb16	66	79671435	79623231	0	-7.873498	0.6815932	-8.413185	DifEn
Tsga8	66	83487924	83486678	0	-7.1626	0.7896064	-7.550284	DifEn
Eda	66	99975606	100400762	1	-4.3618865	1.1498114	-1.3469852	DifEn
Fgf16	66	105764279	105774939	1	-7.7830763	-0.003051273	-8.170761	DifEn
Tmsb15b2	66	136975497	136955265	0	5.660317	6.420724	5.5723543	DifEn
Tmsb15b1	66	136976874	136974022	0	4.7665744	5.825799	4.436822	DifEn
Rnf128	66	139563316	139673145	1	1.1211239	3.2647033	1.0830641	DifEn
Cldn2	66	139800828	139811386	1	-8.798344	1.683684	-1.8741533	DifEn
E230019M04Rik	66	140062879	140106797	1	-2.806139	1.977321	-8.046267	DifEn
Tsc22d3	66	140600659	140539528	0	3.3290107	5.249576	4.218833	DifEn
Amot	66	145505181	145446425	0	1.4884645	5.3256655	3.6532173	DifEn
Ribc1	66	152016295	152004582	0	1.2713223	3.162228	1.1493415	DifEn
Sat1	66	155216449	155213132	0	3.66999	5.2629333	2.9338582	DifEn
