gene	chr	start	end	strand	ecto	endo	meso	set
Fhit	14	9550092	11162035	-	-0.89052814	1.7433239	-0.98597	DifEn
Nek10	14	14820765	15006743	+	-5.1759305	3.4735718	-6.5558257	DifEn
Kcnk5	14	20140058	20181782	-	3.603789	5.426018	3.1759176	DifEn
Kcnk16	14	20262756	20269162	-	-7.327934	2.88275	-6.5558257	DifEn
Ttc18	14	20394190	20452226	-	-3.716499	4.7477264	-0.82790524	DifEn
Hesx1	14	27000362	27002329	+	2.9181473000000002	5.787397	0.0844193	DifEn
Il17rb	14	29996141	30008896	-	-6.1759305	0.13345613	-2.8009381	DifEn
Lrrc18	14	32991382	33015292	+	0.6632734	5.7727833	-3.1982737	DifEn
5730469M10Rik	14	40993740	41013788	-	6.0274177	7.58909	4.6904697	DifEn
Dydc2	14	41049209	41069074	-	0.8793519	3.6504498	-1.6854609	DifEn
Sftpd	14	41172212	41185198	-	-5.5909677	-0.8241086	-8.7078285	DifEn
Klhl33	14	50891389	50893255	-	-7.327934	-1.2887769	-8.7078285	DifEn
Ang	14	51091077	51102007	+	-3.0884676	3.4915333	-2.2159755	DifEn
Rnase4	14	51091077	51106151	+	-2.0466473	5.0062113	-1.6250883	DifEn
Slc39a2	14	51892889	51896745	+	-0.23341589	3.0113468	0.34201986	DifEn
Slc7a8	14	54722216	54781886	-	1.0237418	4.726471	-0.23841305	DifEn
Myh7	14	54970688	54994634	-	-2.6523685	2.5329332	-4.163508	DifEn
Cideb	14	55754045	55758458	-	0.5587792	3.3376622	0.09881038	DifEn
Gzmc	14	56231401	56234656	-	-4.3685756	0.55922	-8.7078285	DifEn
Ift88	14	57424062	57517936	+	4.326404	6.3051744	4.5095906	DifEn
Shisa2	14	59625281	59631658	+	3.8099113	5.5751615	3.3017666	DifEn
Arl11	14	61309753	61311936	+	-7.327934	1.7362518	-3.6489348	DifEn
Scara3	14	65919395	65953744	-	1.2670131	4.844622	2.1906886	DifEn
Nudt18	14	70577847	70582571	+	1.51057	2.1253586	0.6705865	DifEn
Dok2	14	70766036	70778495	+	1.482281	2.9408112	1.128923	DifEn
Itm2b	14	73362231	73385271	-	6.258437	8.391618	5.9584565	DifEn
Lcp1	14	75131101	75230842	+	-0.4077461	4.2798634	0.7039176	DifEn
Scel	14	103513341	103613346	+	-6.1759305	1.3341535	-8.7078285	DifEn
Gpc5	14	115092215	116525179	+	-7.327934	2.1574793	-6.2338977	DifEn
Sox21	14	118233232	118237030	-	-2.3179495	2.8970897	-2.6016293	DifEn
Sepp1	15	3268547	3280508	+	3.9253888	7.682824	3.7661026	DifEn
Capsl	15	9436028	9466035	+	3.3078854	7.259197	3.1545506	DifEn
Spef2	15	9578193	9748868	-	-2.3685756	5.675622	-2.6731825	DifEn
Pdzd2	15	12357054	12592556	-	-0.46168494	2.2017932	0.18900816	DifEn
Dnahc5	15	28203752	28472045	+	0.4387794	5.9770727	-1.3959543	DifEn
Dap	15	31224385	31274338	+	5.164198	6.3637094	4.619568	DifEn
Ankrd33b	15	31291479	31367759	-	-0.83608043	3.8222542	-0.09639402	DifEn
Ropn1l	15	31441210	31453689	-	0.10947186	2.6276996	-1.1379731	DifEn
Pgcp	15	33083129	33594552	+	-0.19865052	2.1253586	0.8683407	DifEn
Tspyl5	15	33683876	33687883	-	2.3535001	5.2694907	1.607824	DifEn
Spag1	15	36179368	36235610	+	2.343706	4.8593435	2.3815482	DifEn
Ncald	15	37366175	37792570	-	-2.783613	2.4978194	0.75251335	DifEn
Lrrc6	15	66379858	66500910	-	-5.5909677	3.793585	-0.7292772	DifEn
Ndrg1	15	66929321	66969640	-	2.4606943	8.677267	3.9893801	DifEn
Lypd2	15	74732253	74734313	-	-0.90914387	3.5339532	0.17888395	DifEn
Lynx1	15	74747856	74752979	-	-1.0261832	0.20691821	-2.855386	DifEn
Rhpn1	15	75704280	75714410	+	2.102519	5.200509	1.9249644	DifEn
Mapk15	15	75993769	75999152	+	-5.5909677	5.2841125	-3.8009384	DifEn
Fam83h	15	76001093	76014336	-	-0.24519311	2.9515374	1.7661024	DifEn
Slc39a4	15	76612385	76616852	-	3.2597399	6.2129807	2.073531	DifEn
Ift27	15	78159465	78174108	-	5.241658	6.1942325	5.159707	DifEn
Mpst	15	78406712	78414002	+	4.0920267	4.5257735	3.2222514	DifEn
Cdc42ep1	15	78842647	78850902	+	0.39392522	4.51031	2.7856932	DifEn
Micall1	15	79108972	79136897	+	1.55199	5.462365	2.1847982	DifEn
4933432B09Rik	15	79609576	79658956	-	-0.4077461	4.3898587	0.3052613	DifEn
Dnalc4	15	79761453	79777849	-	4.6290073	5.5468946	4.5038567	DifEn
Mchr1	15	81235499	81238963	+	-5.1759305	1.8088338	-2.8834002	DifEn
Ndufa6	15	82350139	82354291	-	6.6519084	7.114917	6.59634	DifEn
Cyp2d26	15	82790107	82794245	-	-7.327934	1.2913686	-8.7078285	DifEn
A4galt	15	83226726	83251774	-	0.45342614999999997	4.489432	2.3044856	DifEn
Arfgap3	15	83299740	83350247	-	1.1140884	5.033872	3.2877028	DifEn
Tspo	15	83563573	83574201	+	5.9088783	6.551687	5.5467243	DifEn
Pnpla3	15	84167816	84189512	+	-1.44801	2.2422926	-1.4368846	DifEn
Upk3a	15	85017141	85022560	+	-7.327934	2.6466827	-4.307898	DifEn
Ribc2	15	85132099	85144569	+	-4.0060053	3.688503	-3.8009384	DifEn
Creld2	15	88819646	88826681	+	6.444862	7.4515433	6.3382816	DifEn
Odf3b	15	89377450	89379254	-	-2.3179495	3.933873	-1.6731826	DifEn
Arsa	15	89472476	89477425	-	1.8155915	5.0106144	3.1502385	DifEn
Rabl2	15	89582533	89591923	-	5.2289453	7.157314	5.5189013	DifEn
Ccdc65	15	98708207	98723326	+	-1.3179495	5.0417814	-0.33182395	DifEn
Grasp	15	101224207	101232755	+	1.4202594	4.091814	1.6669692	DifEn
Krt7	15	101411043	101430313	+	1.7548069	4.840506	-0.5502011	DifEn
4732456N10Rik	15	101552356	101562950	-	-0.66813576	-0.9784367	-5.233897	DifEn
Krt8	15	101996711	102004342	-	5.164198	10.546626	7.3383293	DifEn
Krt18	15	102028216	102032026	+	5.7671337	9.955682	6.6541986	DifEn
Soat2	15	102150526	102163474	+	-0.87214965	4.876331	-0.83472645	DifEn
Itgb7	15	102215995	102231935	-	-1.8905281	0.32475477	-5.096394	DifEn
Ppp1r1a	15	103530279	103537992	-	4.048674	6.1940713	4.4228845	DifEn
AC163723.1	16	5007316	5008306	+	1.5035497	3.168029	0.6438467	DifEn
Ppl	16	5086291	5132481	-	1.8874646	2.2694907	-4.163508	DifEn
Emp2	16	10281749	10313968	-	-0.60607475	4.8819494	0.31761852	DifEn
Efcab1	16	14906637	14925879	+	-0.2932874	6.572806	-0.81435865	DifEn
Spag6	16	16753016	16829456	-	-4.0060053	5.475166	-3.970863	DifEn
4930451C15Rik	16	17544465	17561247	-	-0.0160591	3.5471473	-2.0800922	DifEn
Fam131a	16	20693282	20703048	+	1.4239824	3.7220027	0.36898687	DifEn
Clcn2	16	20702964	20717746	-	4.2093925	6.143681	3.5356097	DifEn
Thpo	16	20725158	20734511	-	-0.13153629	5.3921103	-0.8976142	DifEn
Chrd	16	20733127	20742384	+	0.61197215	8.68939	2.252334	DifEn
Ephb3	16	21204755	21223305	+	3.6656337	5.49232	3.1201313	DifEn
Liph	16	21953826	21995542	-	-1.3945707	1.7573649	-3.5558255	DifEn
Fetub	16	22918382	22939766	+	-7.1759305	3.0925064	-2.970863	DifEn
Fgf12	16	28160120	28445227	-	-1.3945707	0.6820768	-1.3174208	DifEn
Hes1	16	30064384	30067796	+	3.833898	5.8959002	4.35968	DifEn
Tctex1d2	16	32419702	32429099	+	4.3820114	6.149682	3.9094856	DifEn
Iqcg	16	33015385	33056218	-	2.818423	6.774079	2.985271	DifEn
Muc13	16	33794037	33819934	+	-7.327934	3.24354	-2.9411159	DifEn
4932425I24Rik	16	38297754	38342143	-	-0.92800283	5.717072	-3.6489348	DifEn
Gramd1c	16	43980350	44027945	-	-1.928003	1.8682668	-0.2890391	DifEn
Wdr52	16	44394796	44482428	+	-2.9280028	6.9849253	-3.001237	DifEn
Cd200r3	16	44943678	44981380	+	-4.854002	0.55922	-8.7078285	DifEn
Ift57	16	49699233	49765126	+	3.2824764	6.413465	3.559868	DifEn
Cldn8	16	88560828	88563183	-	-7.327934	1.4553841	-4.970863	DifEn
Slc5a3	16	92058322	92087473	+	4.5847893	8.264353	7.0649095	DifEn
Kcne1	16	92346001	92359468	-	-1.928003	1.3802497	-3.4683628	DifEn
Rcan1	16	92391953	92466146	-	4.4683766	5.57417	4.4677553	DifEn
Clic6	16	92485736	92541243	+	3.0371737	6.7735386	1.5605183	DifEn
Tmprss2	16	97564684	97611195	-	0.5175566	7.609976	1.6462983	DifEn
T	17	8434423	8442496	+	4.270119	9.755849	8.286266	DifEn
Pacrg	17	10403012	10840311	-	-0.31794947	3.6820767	-2.129561	DifEn
Hcfc1r1	17	23673596	23675227	+	5.2158504	6.3581057	4.990466	DifEn
Tnfrsf12a	17	23675447	23677449	-	2.1549864	5.474369	0.79732114	DifEn
Cldn6	17	23679365	23682446	+	8.608347	10.287547	3.6840713	DifEn
Cldn9	17	23682584	23684026	-	0.72493637	5.885949	-1.1464347	DifEn
Dcpp1	17	23880876	23882853	+	-7.327934	2.9921792	-0.66708237	DifEn
Dcpp3	17	23917458	23919441	+	-7.327934	4.8795443	-0.82111603	DifEn
Hs3st6	17	24753003	24758683	+	-3.8540022	2.9392722	-3.163508	DifEn
Ccdc154	17	25162461	25171913	+	-7.327934	1.6410141	-8.7078285	DifEn
Tekt4	17	25471590	25476594	+	-7.327934	5.276211	-8.555826	DifEn
Wdr90	17	25844771	25861501	-	5.0492773	6.915696	5.163777	DifEn
Nhlrc4	17	25942233	25944961	-	-7.327934	0.29618552	-6.2338977	DifEn
Itfg3	17	26211822	26244223	-	4.077917	5.497558	4.2978735	DifEn
Spdef	17	27714352	27728951	-	-0.44800994	3.3492968	-2.7484708	DifEn
Tcp11	17	28066747	28080639	-	-0.92800283	3.8585298	-0.55582565	DifEn
Clps	17	28558210	28560766	-	-7.327934	-0.72317976	-8.555826	DifEn
Mapk13	17	28769307	28778698	+	2.7898538	4.2907653	-0.7040765	DifEn
Pi16	17	29318877	29329413	+	-0.26903987	3.0883466999999998	-1.2159756	DifEn
Rsph1	17	31255019	31277356	-	2.2056124	5.15781	0.32069135	DifEn
Tapbp	17	33915899	33929288	+	2.5604715	5.1505136	3.3600535	DifEn
Ddah2	17	35059035	35062095	+	6.144024	6.8298526	5.845121	DifEn
Ly6g6d	17	35071443	35078065	-	-1.0261832	0.5909288	-3.0639725	DifEn
Apom	17	35128997	35132050	-	-0.66813576	6.500692	0.5102635	DifEn
Lst1	17	35185095	35188439	-	-7.1759305	0.25719142	-4.233897	DifEn
Ltb	17	35194439	35196320	+	-7.327934	3.763465	-2.5785456	DifEn
H2-T23	17	36029773	36032855	-	2.6152325	3.449991	-0.68546087	DifEn
CT010585.1	17	43534174	43543639	-	-7.327934	3.896297	-8.555826	DifEn
Pla2g7	17	43568098	43612201	+	2.1527445	3.8446224	-3.5558255	DifEn
Rsph9	17	46122035	46144216	-	0.10947186	5.6120896	-0.78103864	DifEn
Gm88	17	46254165	46257316	+	-6.1759305	0.44240633	-2.2159755	DifEn
Unc5cl	17	48454901	48539714	+	-2.1759305	1.8552694	-1.8976141	DifEn
Kif6	17	49615136	49909847	+	-1.2690399	4.049648	1.2912318	DifEn
Efhb	17	53398889	53463321	-	0.44612136	4.831409	-1.3078982	DifEn
Plin5	17	56111601	56117596	-	1.8629886	3.8222542	0.18900816	DifEn
Tnfaip8l1	17	56162477	56173955	+	-1.0674059	1.4160951	-0.75492585	DifEn
Nrtn	17	56751325	56757530	-	1.1414821	2.8105183	0.15153347	DifEn
Rfx2	17	56775897	56831008	-	-0.43446347	3.962185	-0.50054324	DifEn
Crb3	17	57059105	57065918	+	4.481388	5.854453	-0.26580682	DifEn
Srd5a2	17	74017706	74047916	-	-2.3685756	3.8147206	-5.9708633	DifEn
Ttc39d	17	80207460	80217936	+	-7.327934	0.021563238	-6.9708633	DifEn
Morn2	17	80290212	80297473	+	2.2628615	5.0211997	2.7632818	DifEn
Cdkl4	17	80523550	80563834	-	-1.783613	3.7139258	-1.5114315	DifEn
Tmem178	17	80944632	81001816	+	-0.5760177	0.17589137	-5.5558257	DifEn
Dync2li1	17	84626496	84655558	+	4.1639194	6.335031	4.7958035	DifEn
Lhcgr	17	88741549	88791976	-	-7.1759305	0.3527691	-4.970863	DifEn
Armc4	18	7088233	7297901	-	-0.08846757	5.2062783	1.351065	DifEn
Fzd8	18	9212856	9216201	+	0.39392522	3.7228978	-0.18513829	DifEn
Tmem241	18	11981303	12121480	-	1.2545221	3.1212928	0.2770643	DifEn
Dsc2	18	20030633	20059554	-	3.709766	5.556211	2.470006	DifEn
Ttr	18	20665250	20674324	+	0.5175566	7.8424625	1.8746269	DifEn
Proc	18	32123129	32139570	-	-7.327934	1.1172155	-5.748471	DifEn
Tslp	18	32815383	32819799	+	-0.7665395	-0.5403156	-3.970863	DifEn
Stard4	18	33199355	33213862	-	4.5722623	7.0696545	5.0223107	DifEn
D0H4S114	18	33437019	33464029	-	6.4658957	8.459718	6.356081	DifEn
Nme5	18	34562634	34579115	-	1.3901236	7.275068	1.6548456	DifEn
Slc23a1	18	35614604	35627244	-	0.033522986	3.9958851	-0.25661767	DifEn
0610010O12Rik	18	36345619	36402980	+	3.248236	5.3887315	0.61159253	DifEn
Ndfip1	18	38418975	38464399	+	5.8953643	6.5760283	6.1040583	DifEn
Fgf1	18	38838673	38929404	-	-7.1759305	1.0157341	-6.5558257	DifEn
Spink3	18	43728069	43737237	-	1.9763545	10.367066	3.9300036	DifEn
Gramd3	18	56432132	56503792	+	3.0885122	5.9951444	4.7266836	DifEn
Megf10	18	57133090	57297467	+	-1.44801	1.6257876	-2.6978445	DifEn
Synpo	18	60593973	60660142	-	-1.8905281	2.5612223	-1.6854609	DifEn
Il17b	18	61687935	61692537	+	-4.5909677	-1.0018957	-5.233897	DifEn
Afap1l1	18	61730261	61786702	-	0.6378508	5.0935445	1.5329626	DifEn
Adrb2	18	62177817	62179959	-	-7.327934	2.9936628	-1.5224026	DifEn
Cplx4	18	65955727	65970178	-	-7.1759305	-0.5403156	-8.555826	DifEn
Ccdc11	18	74283090	74359986	+	-1.2690399	4.856493	-6.5558257	DifEn
Galr1	18	82392496	82406777	-	-3.8540022	-0.24613252	-8.7078285	DifEn
Fbxo15	18	84935158	84981376	+	0.42398232	2.222185	2.2810137	DifEn
Cpt1a	19	3323301	3385732	+	0.199109	-0.3032765	-3.8009384	DifEn
Gal	19	3409919	3414472	-	1.299803	5.5134163	3.4878852	DifEn
Pitpnm1	19	4099998	4113965	+	3.2142384	5.3297553	2.5035188	DifEn
Cabp4	19	4135425	4139609	-	-4.3685756	0.18630803	-5.9708633	DifEn
Ccdc87	19	4839366	4842528	+	-1.8183784	3.8046143	-4.468363	DifEn
Slc22a8	19	8591254	8611834	+	-7.327934	2.7969875	-8.7078285	DifEn
Fth1	19	9982703	9985092	+	9.615042	11.23272	9.946439	DifEn
Best1	19	9985174	10001633	-	-0.21014611	2.620036	-2.3660011	DifEn
Tmem216	19	10533865	10556238	-	5.240867	6.815874	5.6976523	DifEn
Tmem138	19	10570478	10577362	-	5.557085	6.9643617	5.7257423	DifEn
Pga5	19	10668957	10678071	-	-7.327934	5.3452353	-4.5558257	DifEn
Rfk	19	17394043	17401349	+	5.9443073	6.859039	5.856082	DifEn
Foxd4	19	24898965	24901309	-	-0.026183276	5.720436	-2.0639725	DifEn
Rfx3	19	27761721	28011166	-	5.292439	7.9701657	5.450763	DifEn
Il33	19	29925114	29960718	+	-0.13153629	2.2913685	-2.1982737	DifEn
Dkk1	19	30545863	30549665	-	2.7695136	7.9072595	4.4953833	DifEn
Slc16a12	19	34668403	34747289	-	-7.327934	0.9621847	-8.7078285	DifEn
Hhex	19	37432887	37440728	+	1.6820505	6.023017	2.0880306	DifEn
Exoc6	19	37550418	37683245	+	3.7555459	4.8751245	2.3397496	DifEn
Tctn3	19	40596446	40612233	-	3.6078866	5.5706954	3.3551917000000002	DifEn
Cpn1	19	43956307	43986556	-	-0.89052814	5.65772	-2.1464345	DifEn
Wdr96	19	47737561	47919287	-	-0.2932874	4.0645466	-1.7103356	DifEn
Mxi1	19	53310506	53375810	+	3.1504993	5.4207897	2.4349875	DifEn
Pdcd4	19	53892231	53929861	+	5.074072	6.803346	5.188588	DifEn
Habp2	19	56287137	56320822	+	-7.327934	3.4445775	-1.9411157000000001	DifEn
9930023K05Rik	19	56461637	56486729	+	-1.0674059	0.38929498	-8.7078285	DifEn
Ablim1	19	57032733	57314919	-	4.318425	6.4749007	2.8556855	DifEn
Eno4	19	58943425	58971419	+	0.81842303	4.889141	0.5989925	DifEn
Dgkk	X	6779306	6948363	+	2.107158	8.441048	4.5403953	DifEn
Plp2	X	7667941	7671390	-	6.7353683	7.391899	6.290546	DifEn
Hdac6	X	7930120	7947889	-	6.880792	8.303905	5.610259	DifEn
Gata1	X	7959260	7978071	-	0.61848545	4.2228174	1.142879	DifEn
Porcn	X	8193848	8206525	-	3.3078854	5.3977237	3.142445	DifEn
Rpgr	X	10073621	10216920	-	5.0761437	7.7994814	5.1541195	DifEn
Tspan7	X	10485158	10596605	+	6.6196017	7.951537	5.981514	DifEn
Gpr34	X	13632089	13640858	+	-4.0060053	0.5672128	-2.7484708	DifEn
Efhc2	X	17132049	17319368	-	1.3786584	4.1233273	-0.07200987	DifEn
Rgn	X	20549787	20562089	+	-2.0884676	0.9802562	-1.0639726	DifEn
Syn1	X	20860511	20921004	-	0.3786584	2.1785026	0.13417232	DifEn
Akap14	X	37150698	37168842	-	-2.6523685	2.33883	-2.6250882	DifEn
Rhox5	X	37804851	37808764	+	-0.33044037	6.3142557	2.1754932	DifEn
2610018G03Rik	X	50841047	50893097	+	5.1062894	6.563721	3.3837535	DifEn
Gpc4	X	52053021	52165252	-	4.808132	6.99681	4.5515547	DifEn
Cxx1c	X	53607922	53609132	+	5.742374	6.600088	5.5173116	DifEn
Ddx26b	X	56454857	56507843	+	3.8975418	5.9697423	4.4529533	DifEn
Ids	X	70343069	70365084	-	2.183819	5.3788314	2.7307322	DifEn
Cetn2	X	72913532	72918411	-	6.3920255	7.680293	6.2363033	DifEn
Pnma5	X	73033981	73037103	-	-7.327934	2.2961855	-8.7078285	DifEn
Xlr5a	X	73107635	73292976	-	-4.854002	0.9802562	-3.6489348	DifEn
F8a	X	73228306	73230795	+	1.9062188	3.7148252	2.1932056	DifEn
Abcd1	X	73716597	73738534	+	2.3920255	4.4510713	1.3480562	DifEn
Mageb16	X	79623231	79671435	-	-4.854002	1.149516	-5.748471	DifEn
Tsga8	X	83486678	83487924	-	-7.327934	1.8875458	-7.5558257	DifEn
Eda	X	99975606	100400762	+	-0.7665395	4.399963	2.0422268	DifEn
Fgf16	X	105764279	105774939	+	-7.327934	1.0446467	-7.5558257	DifEn
Tmsb15b2	X	136955265	136975497	-	4.3934507	5.171638	4.512785	DifEn
Tmsb15b1	X	136974022	136976874	-	3.534876	4.1869564	3.141576	DifEn
Rnf128	X	139563316	139673145	+	2.9814167	5.384214	2.9519691	DifEn
Cldn2	X	139800828	139811386	+	-7.327934	4.5365	0.116599694	DifEn
E230019M04Rik	X	140062879	140106797	+	-2.6523685	2.3434913	-4.5558257	DifEn
Tsc22d3	X	140539528	140600659	-	5.523425	6.928745	6.475186	DifEn
Amot	X	145446425	145505181	-	4.450691	8.768511	7.153339	DifEn
Ribc1	X	152004582	152016295	-	2.66012	4.140169	2.6172268	DifEn
Sat1	X	155213132	155216449	-	4.371446	6.8561873	4.6370835	DifEn
