gene	chr	starts	ends	ecto	endo	meso
Clps	17	28560766	28558210	-6.202492	1.0424955	-6.438174
Mapk13	17	28769307	28778698	1.8914356	3.637716	-1.6876749
Pi16	17	29318877	29329413	-2.8422003	1.1207324	-2.5410862
Rsph1	17	31277356	31255019	1.771805	4.1060863	-1.9050514
Tapbp	17	33915899	33929288	0.9093298	2.996858	1.1659658
Ddah2	17	35059035	35062095	5.1958075	6.0631547	5.0130696
Ly6g6d	17	35078065	35071443	-1.4415187	1.0367563	-7.681646
Apom	17	35132050	35128997	-2.5619113	4.0939016	-4.756951
Lst1	17	35188439	35185095	-2.6441689	1.4779621	-4.031853
Ltb	17	35194439	35196320	-7.5132556	3.1223664	-1.56109
H2-T23	17	36032855	36029773	-0.5731913	2.2802718	-1.7978172
CT010585.1	17	43543639	43534174	-4.992688	2.28778	-7.854304
Pla2g7	17	43568098	43612201	-1.7236034	1.0765995	-8.839208
Rsph9	17	46144216	46122035	-0.5160444	4.4816046	-3.8930814
Gm88	17	46254165	46257316	-7.5338326	-0.65562713	-4.962159
Unc5cl	17	48454901	48539714	-2.694947	1.2339895	-9.141525
Kif6	17	49615136	49909847	-4.3722672	0.7548016	-2.7702937
Efhb	17	53463321	53398889	-0.9499149	3.107517	-2.5628915
Plin5	17	56117596	56111601	1.207978	3.1513171	-0.5612008
Tnfaip8l1	17	56162477	56173955	-3.30536	1.0014346	-2.9660625
Nrtn	17	56757530	56751325	1.5054191	3.483768	0.434708
Rfx2	17	56831008	56775897	-4.266121	1.5680294	-3.586691
Crb3	17	57059105	57065918	3.8146389	5.2123704	-4.03902
Srd5a2	17	74047916	74017706	-6.6852937	3.9015055	-7.2249813
Ttc39d	17	80207460	80217936	-7.198684	-0.09105231	-8.738371
Morn2	17	80290212	80297473	2.4498022	5.570844	3.1431615
Cdkl4	17	80563834	80523550	-2.054988	2.1788032	-6.530135
Tmem178	17	80944632	81001816	-3.7682314	0.91167754	-8.214809
Dync2li1	17	84626496	84655558	3.4040647	5.596577	4.2497134
Lhcgr	17	88791976	88741549	-8.417182	-0.95401424	-8.804867
Armc4	18	7297901	7088233	-1.7566326	3.632406	-0.44387707
Fzd8	18	9212856	9216201	-2.6330557	1.0027609	-2.9770184
Tmem241	18	12121480	11981303	-0.40793106	2.058391	-1.5549737
Dsc2	18	20059554	20030633	0.8808215	3.336748	0.013857466
Ttr	18	20665250	20674324	-7.350687	4.55804	-7.738371
Proc	18	32139570	32123129	-6.5600696	0.31052238	-5.1403995
Tslp	18	32815383	32819799	-7.2451367	0.7426934	-4.15889
Stard4	18	33213862	33199355	1.7299663	4.545209	2.710369
D0H4S114	18	33464029	33437019	4.9242377	7.235966	4.8835235
Nme5	18	34579115	34562634	1.3233144	6.9344215	1.111072
Slc23a1	18	35627244	35614604	-2.701198	1.7650042	-1.9296838
0610010O12Rik	18	36345619	36402980	1.8254871	3.617819	-1.4402388
Ndfip1	18	38418975	38464399	5.883673	6.625273	5.8664107
Fgf1	18	38929404	38838673	-3.9201422	-0.5638579	-9.669283
Spink3	18	43737237	43728069	0.08658688	10.844945	-0.35554525
Gramd3	18	56432132	56503792	1.2850467	4.2951417	2.9619029
Megf10	18	57133090	57297467	-5.337651	-0.5820379	-10.400901
Synpo	18	60660142	60593973	-3.9760916	-0.2364301	-4.968638
Il17b	18	61687935	61692537	-4.7968674	-0.73362964	-6.7695146
Afap1l1	18	61786702	61730261	-1.8978738	2.910791	-0.33802557
Adrb2	18	62179959	62177817	-3.1546364	2.939363	-3.6454144
Cplx4	18	65970178	65955727	-7.8731685	-0.2886937	-8.10885
Ccdc11	18	74283090	74359986	-2.024711	2.9316115	-6.6791816
Galr1	18	82406777	82392496	-8.586542	-0.26976374	-8.974227
Fbxo15	18	84935158	84981376	-0.06100644	2.4431086	0.077136636
Cpt1a	19	3323301	3385732	-6.017323	-0.9391347	-9.55701
Gal	19	3414472	3409919	2.8320937	5.7321787	2.67521
Pitpnm1	19	4099998	4113965	-0.33972833	1.7894232	-0.6503364
Cabp4	19	4139609	4135425	-7.5820127	0.40581757	-6.8176937
Ccdc87	19	4839366	4842528	-2.9304230000000002	1.304875	-9.113967
Slc22a8	19	8591254	8611834	-8.863247	1.3594882	-9.250931
Fth1	19	9982703	9985092	9.56757	10.954196	9.931003
Best1	19	10001633	9985174	-4.018664	-0.16534938	-3.361954
Tmem216	19	10556238	10533865	4.371366	5.7041574	4.659997
Tmem138	19	10577362	10570478	4.9668093	6.2655873	4.7235723
Pga5	19	10678071	10668957	-7.56681	4.5022597	-3.8024914
Rfk	19	17394043	17401349	4.670819	5.7281456	4.5293694
Foxd4	19	24901309	24898965	-2.557611	4.335701	-5.2083297
Rfx3	19	28011166	27761721	1.5292692	4.272425	1.472656
Il33	19	29925114	29960718	-2.1566548	1.155159	-7.2447786
Dkk1	19	30549665	30545863	0.9293735	6.416203	2.9490983
Slc16a12	19	34747289	34668403	-9.083267	-0.68480456	-9.470951
Hhex	19	37432887	37440728	-0.5224235	3.714385	-0.19936566
Exoc6	19	37550418	37683245	1.5679002	3.3895466	-0.14541626
Tctn3	19	40612233	40596446	0.6664195	3.5842962	1.9179746
Cpn1	19	43986556	43956307	-1.0611148	2.6582985	-7.5985465
Wdr96	19	47919287	47737561	-4.3329506	0.35272428	-2.6647816
Mxi1	19	53310506	53375810	0.33310267	2.5618107	-0.6386986
Pdcd4	19	53892231	53929861	3.4959238	4.895273	3.365033
Habp2	19	56287137	56320822	-8.739902	1.0851334	-6.9755826
9930023K05Rik	19	56461637	56486729	-3.6452267	-0.26424888	-8.708476
Ablim1	19	57314919	57032733	0.92552125	2.7517571	-0.9741011
Eno4	19	58943425	58971419	-0.37276414	3.0232263	-1.053985
Dgkk	66	6779306	6948363	-0.18839286	5.6703534	1.4047378
Plp2	66	7671390	7667941	6.078523	6.9936476	5.860646
Hdac6	66	7947889	7930120	3.844085	5.526229	2.3620968
Gata1	66	7978071	7959260	-1.4982443	2.8011916	0.8356965
Porcn	66	8206525	8193848	1.1441035	3.5185156	0.93294954
Rpgr	66	10216920	10073621	2.1548138	4.849214	2.1151588
Tspan7	66	10485158	10596605	3.595292	5.012587	3.157407
Gpr34	66	13632089	13640858	-8.128491	0.88549066	-4.364173
Efhc2	66	17319368	17132049	-0.2942007	3.3145063	-3.068466
Rgn	66	20549787	20562089	-5.012393	0.5533446	-2.4000776
Syn1	66	20921004	20860511	-2.7042773	0.6180475	-2.48354
Akap14	66	37168842	37150698	-3.8476658	0.70099854	-4.6828094
Rhox5	66	37804851	37808764	-0.6683007	6.1972737	1.6164403
2610018G03Rik	66	50841047	50893097	2.6318185	4.0418096	0.9639215
Gpc4	66	52165252	52053021	3.268255	5.3208294	3.011754
Cxx1c	66	53607922	53609132	5.7738075	6.7170653	5.4493446
Ddx26b	66	56454857	56507843	-0.06731206	3.1463537	1.1117818
Ids	66	70365084	70343069	-0.4955815	2.1643357	-0.5613378
Cetn2	66	72918411	72913532	5.420788	6.6587024	5.364205
Pnma5	66	73037103	73033981	-8.707921	-0.7738626	-9.095606
Xlr5a	66	73292976	73107635	-7.9470453	-0.8573354	-8.182726
F8a	66	73228306	73230795	0.9827567	2.871195	0.85891765
Abcd1	66	73716597	73738534	-1.5294133	2.3194244	-1.3570815
Mageb16	66	79671435	79623231	-7.873498	0.6815932	-8.413185
Tsga8	66	83487924	83486678	-7.1626	0.7896064	-7.550284
Eda	66	99975606	100400762	-4.3618865	1.1498114	-1.3469852
Fgf16	66	105764279	105774939	-7.7830763	-0.003051273	-8.170761
Tmsb15b2	66	136975497	136955265	5.660317	6.420724	5.5723543
Tmsb15b1	66	136976874	136974022	4.7665744	5.825799	4.436822
Rnf128	66	139563316	139673145	1.1211239	3.2647033	1.0830641
Cldn2	66	139800828	139811386	-8.798344	1.683684	-1.8741533
E230019M04Rik	66	140062879	140106797	-2.806139	1.977321	-8.046267
Tsc22d3	66	140600659	140539528	3.3290107	5.249576	4.218833
Amot	66	145505181	145446425	1.4884645	5.3256655	3.6532173
Ribc1	66	152016295	152004582	1.2713223	3.162228	1.1493415
Sat1	66	155216449	155213132	3.66999	5.2629333	2.9338582
